Tarih_Saat,Kullanici,Sorgulanan_Barkod,Urun_Adi,Isletme
2026-04-01 03:33:39,ADMIN,8695046060549,SEMBOL HILARY-27DZ-01 SERVİS TABAK 6'LI 27CM,HOME
