tarih,saat,barkod,urun_adi,mevcut_fiyat,yeni_fiyat_talebi,etiket_gerekli,not
2026-03-31,15:57:46,8682676784716,SAREV HAVLU POSEİDON 85x150,1420.0,1500.0,Evet,
