BARKOD;URUN_ADI;FIYAT
2;EMG CAM BANYO G›DER›;5
6,7E+12;EMG «AMAﬁIR SEPET› B÷LMEL› 5L› 0978;350
6,7E+12;EMG «AMAﬁIR SEPET› B÷LMEL› NO:1;150
6,7E+12;EMG «AMAﬁIR SEPET› B÷LMEL› NO:2;75
6,7E+12;EMG «AMAﬁIR SEPET› B÷LMEL› NO:3;40
1,23457E+12;EMG «AMAﬁIR SEPET› B‹Y‹K;95
4,80333E+12;EMG «AMAﬁIR SEPET› B‹Y‹K;95
4,80333E+12;EMG «AMAﬁIR SEPET› B‹Y‹K;95
4,80333E+12;EMG «AMAﬁIR SEPET› B‹Y‹K;95
6,7E+12;EMG «AMAﬁIR SEPET› HANTAL;115
1,23457E+12;EMG «AMAﬁIR SEPET› K‹«‹K;90
6,7E+12;EMG «ER«EVE BEBEK 0627;20
6,7E+12;EMG «ER«EVE DEKORAT›F PR›Z 2L›;20
6,7E+12;EMG «ER«EVE KUﬁLU 0631;10
6,7E+12;EMG «ER«EVE POLYESTER 0600;20
6,7E+12;EMG «ER«EVE POLYESTER 0601;40
6,7E+12;EMG «ER«EVE POLYESTER 0602;29
6,7E+12;EMG «ER«EVE POLYESTER 0603;40
6,7E+12;EMG «ER«EVE POLYESTER 0604;25
6,7E+12;EMG «ER«EVE POLYESTER 0605;25
6,7E+12;EMG «ER«EVE POLYESTER 0606;29
6,7E+12;EMG «ER«EVE POLYESTER 0607;40
6,7E+12;EMG «ER«EVE POLYESTER 0608;20
6,7E+12;EMG «ER«EVE POLYESTER 0609;25
6,7E+12;EMG «ER«EVE POLYESTER 0610;29
6,7E+12;EMG «ER«EVE POLYESTER 0611;40
2,00612E+12;EMG «›«EK DEMET PASTEL B‹Y‹K;20
1,2072E+12;EMG «›«EK DEMET› K‹«‹K 2007;3
6,7E+12;EMG «›«EK DEMET› K‹«‹K 2007;3
6,7E+12;EMG «›«EK DEMET› PLS.K‹«‹K 2354-2352;3,5
1,23457E+12;EMG D SANDIK BUYUK 0909;60
1,23457E+12;EMG D SANDIK K‹«‹K 0910;55
6,7E+12;EMG DEMONTE 4L‹ AHﬁAP «EKMECE;160
6,7E+12;EMG DUVAR CAM NAZARLIK B‹Y‹K;12,5
6,7E+12;EMG DUVAR CAM NAZARLIK ›PL› 3002;6
6,7E+12;EMG DUVAR NAZARLIK POLY.;7,5
1,23457E+12;EMG EKMEK SEPET› B‹Y‹K;50
1,23457E+12;EMG EKMEK SEPET› K‹«‹K;17,5
1,23457E+12;EMG EKMEK SEPET› ORTA;40
6,7E+12;EMG FERF.B›S›KLET;55
6,7E+12;EMG HASIR KULPLU D›K SELE 3L‹ SET;100
1,23457E+12;EMG HASIR KULPLU D›K SELE B‹Y‹K;45
1,23457E+12;EMG HASIR KULPLU D›K SELE K‹«‹K;25
1,23457E+12;EMG HASIR KULPLU D›K SELE ORTA;35
6,7E+12;EMG HASIR KULPLU YUVR.SELE 3L‹ SET;100
1,23457E+12;EMG HASIR KULPLU YUVR.SELE B‹Y‹K;45
1,23457E+12;EMG HASIR KULPLU YUVR.SELE ORTA;35
1,23457E+12;EMG HASIR KULPLU YUVR.SELEL K‹«‹K;25
3,08578E+12;EMG HASIR NAKIﬁLI SANDIK B‹Y‹K;80
3,08576E+12;EMG HASIR NAKIﬁLI SANDIK K‹«‹K;20
3,08577E+12;EMG HASIR NAKIﬁLI SANDIK ORTA;40
6,7E+12;EMG HASIR NAKIﬁLI SANDIK SET 5L› 0722;175
6,7E+12;EMG HASIR RENKL› 3L‹ YUV.SEPET 0425;50
6,7E+12;EMG HASIR RENKL› YUV.SEPET B‹Y‹K;25
6,7E+12;EMG HASIR RENKL› YUV.SEPET K‹«‹K;10
6,7E+12;EMG HASIR RENKL› YUV.SEPET ORTA;15
6,7E+12;EMG HASIR SELE D›KDRT.3L‹ 0804;75
6,7E+12;EMG HASIR SELE D›KDRT.B‹Y‹K;30
6,7E+12;EMG HASIR SELE D›KDRT.K‹«‹K;20
6,7E+12;EMG HASIR SELE D›KDRT.ORTA;25
6,7E+12;EMG KAPI S‹S‹;20
8,41103E+12;EMG LALE DEMET› M›N› 1001;5
1,23457E+12;EMG METAL AKSESUAR 0519;70
1,23457E+12;EMG METAL AKSESUAR 0520;70
1,23457E+12;EMG METAL AKSESUAR 0524;45
1,23457E+12;EMG METAL AKSESUAR 3L‹ 0512;200
6,7E+12;EMG METAL AKSESUAR BUYUK;90
6,7E+12;EMG METAL AKSESUAR KUCUK;70
6,7E+12;EMG METAL AKSESUAR ORTA;80
6,7E+12;EMG METAL B›S›KLET 2L› 0517;91
6,7E+12;EMG METAL B›S›KLET 3L‹ 0518;134
6,7E+12;EMG METAL KAFES B‹Y‹K;35
6,7E+12;EMG METAL KAFES K‹«‹K;25
6,7E+12;EMG METAL KAFES ORTA;30
6,7E+12;EMG METAL RAF 3LU;225
6,7E+12;EMG METAL RAF 4LU;250
6,7E+12;EMG METAL RAF ‹«GEN 3L‹;170
6,7E+12;EMG METAL RAF ‹«GEN 4L‹;200
1,23457E+12;EMG METAL SAKSI 3L‹ 0525;75
6,7E+12;EMG METAL ﬁEMS›YEL›K;55
1,23457E+12;EMG METAL TEKL› SEHPA 0505;70
6,7E+12;EMG PATATES-SO–AN SEPET B‹Y‹K;45
6,7E+12;EMG PATATES-SO–AN SEPET› K‹«‹K;30
6,7E+12;EMG POLYESTER 3LU AKSESUAR 8807;20
6,7E+12;EMG PORS.KAPLUMBA–A 0802;10
2,05202E+11;EMG PORS.KUﬁ B‹Y‹K;7,5
6,7E+12;EMG PORS.KUﬁ B‹Y‹K;7,5
1,23457E+12;EMG RATTAN 4 B÷LMEL› «OK AM« KUTU KAPK.;30
1,23457E+12;EMG RATTAN EKMEKL›K D›KDRT.0302;12,5
1,23457E+12;EMG RATTAN EKMEKL›K OVAL B‹Y‹K 0305;12,5
6,7E+12;EMG RATTAN OVAL AMER›KAN SERV›S 0314;20
1,23457E+12;EMG SANDIK BATTAL 0956;90
1,23457E+12;EMG SANDIK B‹Y‹K 0957;70
1,23457E+12;EMG SANDIK HANTAL 0955;100
1,23457E+12;EMG SANDIK KARE B‹Y‹K 0908;60
1,23457E+12;EMG SANDIK K‹«‹K 0959;30
1,23457E+12;EMG SANDIK M›N› 0960;20
1,23457E+12;EMG SANDIK ORTA 0958;40
1,23457E+12;EMG SELE KARE B‹Y‹K 0948;50
1,23457E+12;EMG SELE KARE K‹«‹K 0950;30
1,23457E+12;EMG SELE KARE ORTA 0949;40
1,23457E+12;EMG SELE YUVR.B‹Y‹K 0943;50
1,23457E+12;EMG SELE YUVR.K‹«‹K 0947;30
1,23457E+12;EMG SELE YUVR.ORTA 0946;40
1,23457E+12;EMG SEPET PATATES-SO–AN B‹Y‹K 0564;25
1,23457E+12;EMG SEPET PATATES-SO–AN ORTA 0565;15
1,23457E+12;EMG SEPET PATATES-SO–NA K‹«‹K 0566;10
1,23457E+12;EMG SL›P÷RG‹ DIKD.SEPET B‹Y‹K 0567;45
1,23457E+12;EMG SL›P÷RG‹ D›KD.SEPET K‹«‹K 0569;25
1,23457E+12;EMG SL›P÷RG‹ D›KD.SEPET ORTA 0568;35
6,7E+12;EMG TEK DAL B‹Y‹K ORKIDE;18,5
6,7E+12;EMG TEK DAL B‹Y‹K ORK›DE 2028;18,5
6,7E+12;EMG TEK DAL «ARDAK G‹L 7017;5
2,011E+12;EMG TEK DAL L›LYUM 3L‹ 7010;9
1,23457E+12;EMG TEKLI BEYAZ «AM SEPET 0970;100
1,23457E+12;EMG YAYVAN SELE B‹Y‹K 0942;50
1,23457E+12;EMG YAYVAN SELE K‹«‹K 0944;30
1,23457E+12;EMG YAYVAN SELE ORTA 0943;40
4,00905E+12;EMSA ANTON BEBE MAMA SET›;45
4,00905E+12;EMSA BASIC HAVLULUK;60,5
4,00905E+12;EMSA BASIC MUTFAK TERMOS 1,5L;70
4,00905E+12;EMSA BASIC MUTFAK TERMOS 1,5L;70
4,00905E+12;EMSA BASIC MUTFAK TERMOS 1,5L;70
4,00905E+12;EMSA BASIC MUTFAK TERMOS 1,5L;70
4,00905E+12;EMSA BASIC MUTFAK TERMOS 1,5L B÷–‹RTLEN;60
4,00905E+12;EMSA BASIC MUTFAK TERMOS 1,5L B÷–‹RTLEN;60
4,00905E+12;EMSA BASIC MUTFAK TERMOS 1,5L KIRMIZI;60
4,00905E+12;EMSA BASIC MUTFAK TERMOS 1,5L KIRMIZI;60
4,00905E+12;EMSA BASIC MUTFAK TERMOS 1,5L MAV›;69
4,00905E+12;EMSA BASIC TERMOS 1,5LT  BORDO;69
4,00905E+12;EMSA BAS›C MUTFAK TERMOS 1.5LT BEYAZ;60
4,00905E+12;EMSA BAS›C MUTFAK TERMOS 1.5LT BEYAZ;60
4,00905E+12;EMSA BAS›C MUTFAK TERMOS 1.5LT S›YAH;60
4,00905E+12;EMSA CLIP&CLOSE BUZLUK 505320;27
4,00905E+12;EMSA CONTURA HAVLULUK;173,25
4,00905E+12;EMSA «EL›K SALATA KURUTUCU 513441;175
4,00905E+12;EMSA FARM BEBE MAMA SET›;45
4,00905E+12;EMSA MATARA (507005-509184-507224-507225;22
4,00905E+12;EMSA MATARA (507005-509184-507224-507225;22
4,00905E+12;EMSA MATARA (507005-509184-507224-507225;22
4,00905E+12;EMSA MATARA (507005-509184-507224-507225;22
4,00905E+12;EMSA OPT› RENDE 507269;85
4,00905E+12;EMSA PRES›DENT TERMOS 3LT S›YAH;300
4,00905E+12;EMSA PRONTO MUTFAK TERMOSU 1,9L B÷–‹RTLE;140
4,00905E+12;EMSA PRONTO MUTFAK TERMOSU 1,9L GR›;140
4,00905E+12;EMSA PRONTO MUTFAK TERMOSU 1,9L MAV›;140
4,00905E+12;EMSA PRONTO MUTFAK TERMOSU 1,9L YEﬁ›L;140
4,00905E+12;EMSA ROCKET YEMEK TERMOSU 1 LT;115
4,00905E+12;EMSA SAMBA  MUTFAK TERMOS 1LT S›YAH;60
4,00905E+12;EMSA SAMBA MUTFAK TERMOS 1L KIRMIZI;60
4,00905E+12;EMSA SAMBA MUTFAK TERMOS 1L L›LA;60
4,00905E+12;EMSA SAMBA MUTFAK TERMOS 1L MOR;60
4,00905E+12;EMSA SAMBA MUTFAK TERMOS 1L TURUNCU;60
4,00905E+12;EMSA SAMBA MUTFAK TERMOS 1L YEﬁ›L;60
4,00905E+12;EMSA SUPERLINE KA–IT HAVLULUK;110,5
4,00905E+12;EMSA TRAVEL CUP 0,20L AHUDUDU;52
4,00905E+12;EMSA TRAVEL CUP 0,20L MAV›;52
4,00905E+12;EMSA TRAVEL CUP 0,20L YEﬁ›L;52
4,00905E+12;EMSA TRAVEL MUG 0,36L JUNGLE;85
4,00905E+12;EMSA TRAVEL MUG 0,36L PEMBE;85
4,00907E+12;EMSA TRAVEL MUG 0,36L SUNSET;85
4,00905E+12;EMSA TRAVEL MUG FUN 0,36L BEYAZ-YEﬁ›L;70
4,00905E+12;EMSA TRAVEL MUG FUN 0,36L KIRMIZI-PEMBE;70
4,00905E+12;EMSA TRAVEL MUG FUN 0,36L KOYU YEﬁ›L-YEﬁ;70
4,00905E+12;EMSA TRAVEL MUG FUN 0,36L S›YAH-KREM;70
9,31243E+12;ENKAY BREV›LLE EKMEK KIZARTMA MAK›NES›;1669,9
9,31243E+12;ENKAY BREV›LLE NARENC›YE SIKACA–I;1780,9
6,7E+12;ENKAY S›L›T DER›N TENC.16NO;1117,9
6,7E+12;ENKAY S›L›T DER›N TENC.20NO;1221,9
6,7E+12;ENKAY S›L›T DER›N TENC.24 NO;1331,9
6,7E+12;ENKAY S›L›T SI– TENC.20 NO;1221,9
4,00463E+12;ENKAY S›L›T TENC.SET› KIRMIZI;3795,9
4,00463E+12;ENKAY S›L›T TENC.SET› SARI;3795,9
4,00463E+12;ENKAY S›L›T TENC.SET› S›YAH;3795,9
4,00463E+12;ENKAY S›L›T TENC.SET› TURUNCU;3795,9
4,00463E+12;ENKAY S›L›T TENC.SET› YEﬁ›L;28900
4,00053E+12;ENKAY WMF D‹D‹KL‹ TENCERE 4,5LT;1449,9
4,00053E+12;ENKAY WMF D‹D‹KL‹ TENCERE 6,5LT;3795,9
4,21113E+12;ENKAY WMF FAM›LY IZGARA 2400W;2001,9
4,21113E+12;ENKAY WMF IZGARA STANDI LONO;897,9
4,00053E+12;ENKAY WMF KARNIYARIK TENCERES›;952,9
4,21113E+12;ENKAY WMF YUMURTA P›ﬁ›RME MAK.7L›;379,9
4,00229E+12;ENKAY W‹STHOF D›ﬁL› SOYMA BI«A–I;117,9
4,00229E+12;ENKAY W‹STHOF D›ﬁL› SOYMA BI«A–I;89,9
4,00229E+12;ENKAY W‹STHOF M›N› BI«AK B›LEY›C›;69,9
4,00229E+12;ENKAY W‹STHOF M›N› B›LEY›C›;69,9
4,00229E+12;ENKAY W‹STHOF P›ZZA/ET BI«A–I;89,9
4,00229E+12;ENKAY W‹STHOF P›ZZA/ET BI«A–I;69,9
4,00229E+12;ENKAY W‹STHOF SOYMA BI«A–I;138,9
4,00229E+12;ENKAY W‹STHOF SOYMA BI«A–I;228,9
4,00229E+12;ENKAY W‹STHOF SOYMA BI«A–I;69,9
8,69909E+12;ERA «›FT TELL› IZGARA;100
8,69909E+12;ERA GR›LLEX «›FT TEL IZGARA;142,5
6,7E+12;ERDEM CICEK ORKIDE;18
8,68061E+12;ERGO EVVA JELL› V›SKO YASTIK;115
1,2346E+12;SERAM›K«› ERZAK K‹RE–› 4L‹;26
6,7E+12;SERAM›K«› ERZAK K‹RE–› 4L‹;26
8,69121E+12;SERAM›K«› ERZAK K‹RE–› 4L‹;26
8,68114E+12;ESTE BUZDOLABI&FISKOS ORTUSU;30
8,68114E+12;ESTE BUZDOLABI&FISKOS ORTUSU;30
8,68114E+12;ESTE SOMEN ORTUSU;20
8,68051E+12;EVA 5349 PORS.MENEKﬁE;10
8,69873E+12;EV›M NEV.TK.SATEN «.K.;120
8,69873E+12;EV›M NEV.TK.SATEN «.K.;120
8,69873E+12;EV›M NEV.TK.SATEN «.K.;120
8,69873E+12;EV›M NEV.TK.SATEN «.K.;120
8,69873E+12;EV›M NEV.TK.SATEN «.K.;120
8,69873E+12;EV›M NEV.TK.SATEN «.K.;120
8,69773E+12;EV›M NEV.TK.SATEN «.K.;120
8,69873E+12;EV›M NEV.TK.SATEN «.K.;120
8,69927E+12;EV›NO AHﬁAP 3L‹ «EKMECE EV4286;34
8,69927E+12;EV›NO AHﬁAP 4KATLI SAKSILIK EV3432;120
8,69927E+12;EV›NO AHﬁAP 4KATLI SAKSILIK EV3435;120
8,69927E+12;EV›NO AHﬁAP TAKI DOLABI BAYKUﬁ EV5946;95
8,69927E+12;EV›NO AHﬁAP TAKI DOLABI KOMOD›N EV5951;80
8,69927E+12;EV›NO AHﬁAP TAKI DOLABI PEMBE EV5943;80
8,69927E+12;EV›NO AHﬁAP TEPS› 3'L‹;119
8,69927E+12;EV›NO AHﬁAP TEPS› 3'L‹;119
8,69927E+12;EV›NO AHﬁAP TEPS› 3L‹;119
8,69927E+12;EV›NO AHﬁAP TEPS› 3L‹ MU6284;95
8,69927E+12;EV›NO AHﬁAP TEPS› 3L‹ MU6288;95
6,7E+12;EV›NO AHﬁAP TEPS› B‹Y‹K;50
6,7E+12;EV›NO AHﬁAP TEPS› K‹«‹K;30
6,7E+12;EV›NO AHﬁAP TEPS› ORTA;40
8,69927E+12;EV›NO BAHARATLIK SET AHﬁAP STANDLI;71,5
8,69927E+12;EV›NO BAHARATLIK SET AHﬁAP STANDLI;71,5
8,69927E+12;EV›NO BEYAZ TAﬁLI SET 3L‹ PAPATYA MU5298;50
8,69927E+12;EV›NO BEYAZ TAﬁLI SET 4L‹ EL›PS MU5300;60
8,69927E+12;EV›NO «AY SET› OTANT›K;81,5
8,69927E+12;EV›NO «AY SET› OTANT›K;81,5
8,69927E+12;EV›NO «AY SET› OTANT›K;81,5
8,69927E+12;EV›NO «ER«EVE TAﬁ TEKL› D›KEY;44,5
8,69927E+12;EV›NO «ER«EVE TAﬁ TEKL› OTANT›K BYZ.;34
8,69927E+12;EV›NO «ER«EVE TAﬁ TEKL› YUVARLAK (ZAMAK);39
8,69927E+12;EV›NO DEK.SERV›S G‹M‹ﬁ KAPLAMA MU5042;67,5
8,69927E+12;EV›NO DEK.SERV›S G‹M‹ﬁ KAPLAMA MU5044;120
8,69927E+12;EV›NO DEK.SERV›S G‹M‹ﬁ KAPLAMA MU5047;95
8,69927E+12;EV›NO DEK.SERV›S G‹M‹ﬁ KAPLAMA MU5053;145
8,69927E+12;EV›NO DEK.SERV›S G‹M‹ﬁ KAPLAMA MU5055;145
8,69927E+12;EV›NO D÷NME DOLAP DESN.«ER«EVE DE6144;40
8,69927E+12;EV›NO ESK›TME KAFES MUMLUK 2'L›;40
8,69927E+12;EV›NO FERFORJE SAKSILIK KARE 3L‹ EV5260;240
6,7E+12;EV›NO FERFORJE YUVARLAK ORTA;115
8,69927E+12;EV›NO GARDEN B›S›KLET SAKSILIK;42,5
8,69927E+12;EV›NO GARDEN B›S›KLET SAKSILIK;37,5
8,69927E+12;EV›NO GARDEN B›S›KLET SAKSILIK;42,5
8,69927E+12;EV›NO GARDEN B›S›KLET SAKSILK;42,5
8,69927E+12;EV›NO KAHVALTI TABA–I SET D÷NERL› MU6187;85
8,69927E+12;EV›NO KAHVALTI TABA–I SET D÷NERL› MU6188;85
8,69927E+12;EV›NO KAHVALTI TABA–I SET› MU6200;75
8,69927E+12;EV›NO KUPA BARDAK 2L› KUTULU MU6255;25
8,69927E+12;EV›NO KUPA BARDAK 2L› KUTULU MU6256;25
8,69927E+12;EV›NO KUPA BARDAK 2L› KUTULU MU6257;25
8,69927E+12;EV›NO KUPA BARDAK 2L› KUTULU MU6258;25
8,69927E+12;EV›NO KUPA BARDAK 2L› KUTULU MU6259;25
8,69927E+12;EV›NO KUPA BARDAK 2L› KUTULU MU6310;25
8,69927E+12;EV›NO KUPA BARDAK 2L› KUTULU MU6311;25
8,69927E+12;EV›NO KUPA BARDAK TEKL› KUTULU MU6260;13,5
8,69927E+12;EV›NO KUPA BARDAK TEKL› KUTULU MU6261;13,5
8,69927E+12;EV›NO KUPA BARDAK TEKL› KUTULU MU6263;13,5
8,69927E+12;EV›NO KUPA BARDAK TEKL› KUTULU MU6264;13,5
8,69927E+12;EV›NO KUPA BARDAK TEKL› KUTULU MU6265;13,5
8,69927E+12;EV›NO KUPA BARDAK TEKL› KUTULU MU6266;13,5
8,69927E+12;EV›NO KUPA BARDAK TEKL› KUTULU MU6267;13,5
8,69927E+12;EV›NO KUPA BARDAK TEKL› KUTULU MU6268;13,5
8,69927E+12;EV›NO KUPA BARDAK TEKL› KUTULU MU6269;13,5
8,69927E+12;EV›NO KUPA BARDAK TEKL› KUTULU MU6309;13,5
8,69927E+12;EV›NO KUPA BARDAK TEKL› MU4884;19
8,69927E+12;EV›NO METAL DEKOR.SAKSILIK 2KATLI EV4053;80
8,69927E+12;EV›NO METAL F›SKOS BEYAZ DE5975;100
6,7E+12;EV›NO METAL MEYVEL›K YUVARLAK S›YAH;17,5
6,7E+12;EV›NO METAL MEYVEL›K YUVARLAK S›YAH K‹«‹;10
8,69927E+12;EV›NO METAL SAKSI 3'L‹;39
8,69927E+12;EV›NO METAL SAKSI 3L‹ ROSE DE4007;27,5
8,69927E+12;EV›NO METAL SAKSI DALGALI EKOSE K.BOY BY;25,5
8,69927E+12;EV›NO METAL SAKSI DALGALI EKOSE K.BOY KR;25,5
8,69927E+12;EV›NO METAL SAKSI D‹Z KURDALEL› O.BOY BY;32
8,69927E+12;EV›NO METAL SAKSI D‹Z KURDALEL› O.BOY KR;32
8,69927E+12;EV›NO METAL SAKSI D‹Z OVAL BEYAZ KURDALE;16,5
8,69927E+12;EV›NO METAL SAKSI EKOSE K‹«‹K BOY BEYAZ;14,5
8,69927E+12;EV›NO METAL SAKSI EKOSE K‹«‹K BOY KIRMIZ;14,5
8,69927E+12;EV›NO METAL SAKSI EKOSE ORTA BOY KIRMIZ;19
8,69927E+12;EV›NO METAL SAKSI EL ARABASI 2'L› BEYAZ;65
8,69927E+12;EV›NO METAL SAKSI KARIﬁIK DESEN KOYU YEﬁ;10,5
8,69927E+12;EV›NO METAL SAKSI KOVA «›«EK DESEN S›YAH;19
8,69927E+12;EV›NO METAL SAKSI KOVA «›«EK DESENL› KRM;19
8,69927E+12;EV›NO METAL SAKSI KOVA G‹L DESENL› SARI;12
8,69927E+12;EV›NO METAL SAKSI KOVA G‹L DESENL› TURKU;12
8,69927E+12;EV›NO METAL SAKSI KOVA G‹L DESENL› YEﬁ›L;12
8,69927E+12;EV›NO METAL SAKSI OVAL KIRMIZI KURDALEL›;16
8,69927E+12;EV›NO METAL SAKSI S‹TL‹K KIRMZ.DE3195;25
8,69927E+12;EV›NO METAL SAKSI S‹TL‹K MAV›-YEﬁ.DE3192;25
8,69927E+12;EV›NO METAL SAKSILIK BEYAZ DE5974;67,5
8,69927E+12;EV›NO METAL SAKSILIK F›SKOS DE4092;100
8,69927E+12;EV›NO METAL SAKSILIK HAMAK DE3987;48
8,69927E+12;EV›NO METAL SAKSILIK K÷ﬁE 5 EV4064;150
8,69927E+12;EV›NO METAL SAKSILIK SALINCAK MODEL1;127,5
6,7E+12;EV›NO METAL SEPET BEYAZ BUYUK;35
6,7E+12;EV›NO METAL SEPET BEYAZ KUCUK;25
8,69927E+12;EV›NO METAL SEPET B›S›KLET S›YAH;119
8,69927E+12;EV›NO METAL SEPET STANDLI S›YAH;30,5
8,69927E+12;EV›NO METAL SULAMA KABI KURDELE DE3436;24,5
8,69927E+12;EV›NO METAL TAS.TEL SEPET BASIK DE3407;50
8,69927E+12;EV›NO METAL TAS.TEL SEPET BEYAZ DE3389;48
8,69927E+12;EV›NO METAL TEL SEPET BASIK BEYAZ DE3385;45
6,7E+12;EV›NO METAL TEPSI BUYUK;45
6,7E+12;EV›NO METAL TEPSI KAYIK BUYUK;25
6,7E+12;EV›NO METAL TEPSI KAYIK KUCUK;15
6,7E+12;EV›NO METAL TEPSI KAYIK ORTA;20
6,7E+12;EV›NO METAL TEPSI KUCUK;25
6,7E+12;EV›NO METAL TEPSI ORTA BOY;35
8,69927E+12;EV›NO METAL TEPS› SET› B›ENVENUE MU6273;75
8,69927E+12;EV›NO METAL TEPS› SET› B›ENVENUE MU6274;75
8,69927E+12;EV›NO METAL TEPS› SET› FLOWER MU6299;75
8,69927E+12;EV›NO METAL TEPS› SET› HOME MU6271;75
8,69927E+12;EV›NO METAL TEPS› SET› LOVE MU6233;75
8,69927E+12;EV›NO METAL TEPS› SET› LOVE MU6234;75
8,69927E+12;EV›NO METAL TEPS› SET› ROMANT›C MU6303;75
8,69927E+12;EV›NO M›N› RENDE MAV›;3,5
8,69927E+12;EV›NO MUMLUK;22,5
8,69927E+12;EV›NO MUMLUK;22,5
8,69927E+12;EV›NO MUMLUK;22,5
8,69927E+12;EV›NO MUMLUK MODERN;24
8,69927E+12;EV›NO PORS.BAHARATLIK BEYAZ MU5618 2LI;199
8,69927E+12;EV›NO PORS.«›«EK G‹M‹ﬁ «EREZL›K MU5750;40
8,69927E+12;EV›NO PORS.G‹L G‹M‹ﬁ FANUS MU5754;45
8,69927E+12;EV›NO PORS.G‹L G‹M‹ﬁ KASE 6LI MU5751;50
8,69927E+12;EV›NO PORS.G‹L G‹M‹ﬁ KASE 6LI MU5752;50
8,69927E+12;EV›NO PORS.G‹L G‹M‹ﬁ TABAK MU5743;25
8,69927E+12;EV›NO PORS.G‹L G‹M‹ﬁ TABAK MU5756;25
8,69927E+12;EV›NO PORS.G‹M‹ﬁ TABAK KARE BYK.MU5553;25
8,69927E+12;EV›NO PORS.KAYIK TABAK K«K. G‹L GMﬁ.RENK;30,5
8,69927E+12;EV›NO PORS.KURAB›YEL›K G‹L G‹M‹ﬁ RENK;76,5
8,69927E+12;EV›NO PORS.PAPATYA ALTIN 2L› KASE MU5715;27,5
8,69927E+12;EV›NO PORS.TABAK G‹L ATIN RENK;34
8,69927E+12;EV›NO PORS.TABAK G‹L ATIN RENK;58
8,69927E+12;EV›NO PORSELEN BAHARATLIK MU6077;30
8,69927E+12;EV›NO SAKSI FERFORJEL›  YUVARLAK 3'L‹;297,5
6,7E+12;EV›NO SAKSI FERFORJEL› YUVARLAK B‹Y‹K;110
6,7E+12;EV›NO SAKSI FERFORJEL› YUVARLAK K‹«‹K;90
8,69927E+12;EV›NO SAKSILIK 3'L‹;93,5
8,69927E+12;EV›NO SAKSILIK ›K›L› STAND YEﬁ›L DE3997;80
8,69927E+12;EV›NO SER.SAKSI ESK›TME RENKL› B.BOY;10,5
8,69927E+12;EV›NO SER.SAKSI M›N› BEYAZ C›CEKL›;8,5
8,69927E+12;EV›NO SERAM›K SIVI SABUNLUK A.SARI;14,5
8,69927E+12;EV›NO SERAM›K SIVI SABUNLUK GR›;14,5
8,69927E+12;EV›NO SERAM›K SIVI SABUNLUK K.SARI;14,5
8,69927E+12;EV›NO SERM.KASE BAMBU STANDLI 3L‹ MU6167;27,5
6,7E+12;EV›NO SIG METAL TEPSI KUCUK;15
6,7E+12;EV›NO SIG METAL TEPSI ORTA;20
6,7E+12;EV›NO SIG METAL TEPS› B‹Y‹K;25
8,69927E+12;EV›NO STANDLI BAHARATLIK MU5536;85
6,22E+12;EYMEN 00047 OKLAVA ANTEP 90'LIK;13
8,68003E+12;EYMEN AHSAP KASIK SLV5084;13
8,60255E+12;EYMEN CHEF-026 N›HALE KALPL› DESEN;19
2,35659E+12;EYMEN D001 PORS.N›HALE 60;19
8,69876E+12;EYMEN EYM-001 AHﬁAP SPATULA;6
8,69876E+12;EYMEN EYM-002 AHﬁAP «ATAL;6
8,69876E+12;EYMEN EYM-004 AHSAP KEPCE 96;13
8,68003E+12;EYMEN EYM-005 AHSAP KASIK /96;13
8,69876E+12;EYMEN EYM-005 AHSAP KASIK /96;13
8,69876E+12;EYMEN EYM-006 AHﬁAP YEMEK KAﬁI–I;8
8,69876E+12;EYMEN EYM-007 AHﬁAP MAMA KAﬁI–I;8
8,69876E+12;EYMEN EYM-012 BAL KAﬁI–I;8
8,68003E+12;EYMEN EYM-020 L‹X M›N› SOFRA;18
8,69876E+12;EYMEN EYM-020 L‹X M›N› SOFRA;18
8,69876E+12;EYMEN EYM-021 OKLAVA 80 CM ﬁ›Mﬁ›R;12
8,69876E+12;EYMEN EYM-022 OKLAVA 60 CM;11,5
8,69876E+12;EYMEN EYM-023 OKLAVA 50 CM;10
8,69876E+12;EYMEN EYM-025 D÷NER MERDANE B‹Y‹K;26
8,69876E+12;EYMEN EYM-026 MERDANE ORTA SAB›T;26
8,69876E+12;EYMEN EYM-031 OYUN KAﬁI–I KISA SAPLI 2'L;6
8,69876E+12;EYMEN EYM-032 ﬁEKER ÷L«E–›;2
8,69923E+12;EYMEN EYM-108 SPATULA P›ZZA B‹Y‹K;10
8,68003E+12;EYMEN EYM-115 AHﬁAP KERETA;13
8,68003E+12;EYMEN EYM-122 YEMEK KAﬁI–I L‹X;11,5
8,68003E+12;EYMEN EYM-5001 AHﬁAP FOLYOLUK TEKL›;32
8,68003E+12;EYMEN EYM-5004 B÷REK SOFRASI;46
8,68003E+12;EYMEN EYM-5014 YA– KAﬁI–I UZUN SAPLI;11,5
8,68003E+12;EYMEN EYM-5163 KAPAKLI ANAHTAR DOLABI;78
8,68003E+12;EYMEN EYM-5172 HAVLULUK BAHARATLIK;78
8,68003E+12;EYMEN EYM-5186 PENCERE ANAHTARLIK DESENL;29
8,68003E+12;EYMEN EYM-5192 EKMEK DOLABI L‹X AHﬁAP;91
8,68003E+12;EYMEN EYM-5409 SOFRA 38 CM;52
