BARKOD;URUN_ADI;FIYAT
8,69336E+12;10327 TABAK SERT;88
8,69336E+12;10336 ›NV›TAT›ON KAYIK TABAK;160
8,6E+12;10336 ›NV›TAT›ON SERV›S TABAK B‹Y‹K;40
8,69336E+12;10342 KASE SERT;202
8,69336E+12;10424 GENERAT›ON KASE;40
8,69336E+12;10442 PAT›SSER›E SERV›S TABA–I;220
8,69336E+12;10467 B÷LMEL› TABAK;148
8,69336E+12;10473 PATT›SSER›E B÷LMEL› KASE;220
8,69336E+12;10488 BO–AZ K÷PR‹S‹ TEPS›;46
8,69336E+12;10488 PAT›SSER›E KARE TEPS›;206
8,69336E+12;10498 PATT›SSER›E OVAL TEPS› TU–RA;248
8,69336E+12;10512 AURORA PASTA TABA–I 6LI;880
8,69336E+12;10512 AURORA PASTA TABA–I 6LI;880
8,69336E+12;10512 PASTA TABA–I 4'L‹;86
8,69336E+12;10513 AURORA KASE BUYUK TEK;372
8,69336E+12;10515 KASE AURORA;540
8,69336E+12;PAﬁABAH«E 10546 AURORA OVAL SERV›S TABAK;358
8,69336E+12;10547 OVAL SERV›S TABA–I AURORA;186
8,6E+12;10585 HAB›TAT EKMEK SEPET›;56
8,69336E+12;10596 TOSCANA SERV›S TABA–I;244
8,69336E+12;10601 AURORA KASE 6LI;600
8,69336E+12;10601 KASE SERT GEN›ﬁ;164
8,69336E+12;10601 KASE SERT GEN›ﬁ;164
8,69336E+12;PAﬁABAH«E 10611 AURORA KASE OVAL SERT;584
8,69336E+12;1077895 GLASS4YOU ›REM «AY BARDA–I 6LI;188
8,69336E+12;13034 KANA 1500CC;286
8,69336E+12;13580 KANA 1500CC;118
8,69336E+12;13994 VAZO;218
3,28384E+12;159028 BORCAM KARE 2'L›;334
8,69336E+12;16663 SEPET SICAK KESME;124
8,69095E+12;24 PR« YMK TK;0
8,69336E+12;24140 CAM RENDE;370
8,69336E+12;24140 CAM RENDE;370
6,7E+12;258120 SFO VAZO;254
8,69121E+12;3-5-SN PORS.KISA S‹ZGE«L› KUPA;40
6,7E+12;3521 COFFE ESPRESSO CAPPU FINCAN TEK;36
8,69742E+12;3LU TOPRAKLI ANH PRIZ;52
8,69336E+12;410006 M›N› CORNET DONDURMALIK;20
8,69336E+12;41010 BARBEK BARDAK 3'L‹ MAV›;154
8,69336E+12;41010 BARREL BARDAK 3L‹ 240CC;200
8,69336E+12;41010 BARREL BARDAK 3L‹ 240CC;200
8,69336E+12;41010 BARREL BARDAK 3L‹ 240CC;200
8,69336E+12;41010 BARREL BARDAK 3L‹ 240CC;200
8,69336E+12;41010 BARREL BARDAK 3L‹ 240CC;200
8,69336E+12;41010 BARREL BARDAK 3L‹ PEMBE;154
8,69336E+12;41010 BARREL BARDAK MOR;154
8,69336E+12;41011 CICIN BARDAK 12 L›;126
8,69336E+12;41020 BARREL BARDAK 3L‹ 500CC;478
8,69336E+12;41020 BARREL BARDAK 3L‹ 500CC;478
8,69336E+12;41020 BARREL BARDAK 3L‹ 500CC;478
8,69336E+12;41020 BARREL BARDAK 3L‹ 500CC;478
8,69336E+12;41020 BARREL BARDAK 3L‹ 500CC;478
8,69336E+12;41020 BARREL BARDAK 3L‹ 500CC TURKUAZ;180
8,69336E+12;41020 BARREL BARDAK 3L‹ MOR;40
8,69336E+12;41020 BARREL BARDAK PEMBE;180
8,69336E+12;41300 BARDAK PEMBE;40
8,69336E+12;41536 ALLEGRA BARDAK 3L‹;232
8,69336E+12;41536 ALLEGRA BARDAK 3L‹;232
8,69336E+12;41536 SU BARDA–I 3'L‹;174
8,69336E+12;420016 HEYBEL› BARDAK 6LI;432
8,69336E+12;42011 «AY BARDA–I 6'LI;106
8,69336E+12;42021-0 «AY BARDA–I 12'L›;234
8,69336E+12;42040 LYRIC BARDAK 6LI;60
8,69336E+12;420405 L›NKA BARDAK 3L‹ MOR;222
8,69336E+12;420405 L›NKA BARDAK 3L‹ MOR;222
8,69336E+12;420405 L›NKA BARDAK 3L‹ MOR;222
8,69336E+12;420405 L›NKA BARDAK 3L‹ MOR;222
8,69336E+12;420405 L›NKA BARDAK 3L‹ PEMBE;222
8,69336E+12;420405 L›NKA BARDAK 3L‹ PEMBE;222
8,69336E+12;420405 L›NKA BARDAK 3L‹ PEMBE;222
8,69336E+12;420405 L›NKA BARDAK 3L‹ PEMBE;222
8,69336E+12;420405 L›NKA BARDAK 3L‹ PEMBE;222
8,69336E+12;420405 L›NKA BARDAK 6LI 380CC;500
8,69336E+12;420405 L›NKA BARDAK 6LI 380CC;500
8,69336E+12;420405 L›NKA BARDAK TURKUAZ;114
8,69336E+12;420415 L›NKA BARDAK 6LI 500CC;580
8,69336E+12;420415 L›NKA BARDAK 3L‹;222
8,69336E+12;420415 L›NKA BARDAK 3L‹;222
8,69336E+12;420415 L›NKA BARDAK 3L‹;222
8,69336E+12;420415 L›NKA BARDAK PEMBE;52
8,69336E+12;420415 L›NKA BARDAK TURKUAZ;52
3,28384E+12;42191 OPT›KL›&D‹Z CAY BARDAK 6'LI;86
8,69336E+12;42281 «AY BARDA–I;18
8,69336E+12;PAﬁABAH«E 42361 HEYBELI CAY BARDAGI 6LI;250
6,7E+12;42381 «AY BARDA–I ›NCE BELLI 125CC41/4OZ;40
8,69336E+12;42381 «AY BARDA–I ›NCE BELL› 6LI 125CC;234
6,7E+12;42381 «AY BARDA–I KESME 6'LI;134
6,7E+12;42381 ›NCE BELL› «AY BARDA–I SADE 6 LI;40
6,7E+12;42411 «AY BARDA–I SADE SYLVANA;50
8,69336E+12;42451 ›REM «AY BARDAK 6LI;188
8,69336E+12;42451 ›REM «AY BARDAK 6LI;188
8,69336E+12;42461 MISI G4U «AY BARDAK 6LI;164
8,69336E+12;42471 AURORA CAY BARDAGI 6LI;306
8,69336E+12;42471 AURORA CAY BARDAGI 6LI;306
8,69336E+12;42601 NATURAL «AY BARDA–I 6'LI;174
8,69336E+12;42611 GALATA CAY BARDAK 6LI;304
8,69336E+12;42661 «AY BARDA–I;370
8,69336E+12;42665 METAL KULPLU BARDAK 2'L›;256
8,69336E+12;42665 METAL KULPLU BARDAK 2'L›;256
8,69336E+12;42665 METAL KULPLU BARDAK 2'L›;256
8,69336E+12;42781 INCE BELLI CAY BARDAK OPTIKLI;240
6,7E+12;42877 ›ZM›R BARDAK 6LI;36
8,69336E+12;43018 AREL S‹RAH› DESENL›;312
8,69336E+12;43018 AREL S‹RAH› DESENL›;312
8,69336E+12;43274 S‹RAH› ﬁEFFAF;264
8,69336E+12;43326 BOTANICA VAZO;256
8,69336E+12;43406 BOTAN›CA VAZO;190
8,69336E+12;43497 BOTANICA VAZO;376
8,69336E+12;43544 LUNA S‹RAH›;316
8,69336E+12;43544 S‹RAH› MOR&YEﬁ›L&PEMBE;304
8,69336E+12;43544 S‹RAH› MOR&YEﬁ›L&PEMBE;304
8,69336E+12;43544 S‹RAH› MOR&YEﬁ›L&PEMBE;304
8,69336E+12;43624 KARAF S‹RAH›;40
8,69336E+12;43654 GORDION SURAHI;354
8,69336E+12;43674 SPACE KANA SURAHI;234
8,69336E+12;43674 SPACE KANA SURAHI;234
8,69336E+12;43726 BOTAN›CA VAZO;486
8,69336E+12;43797 BOTAN›CA VAZO;40
8,68004E+12;43804 L›MONATA BASKILI ﬁ›ﬁE BARDAK;26
8,69336E+12;43934 BISTRO ﬁEFFAF KAPAKLI SURAHI;300
8,69336E+12;43934 KANA SURAHI DESENLI;154
8,69336E+12;43966 VAZO FLORA;290
8,69336E+12;43984 HABITAT SURAHI;324
8,69336E+12;43996 BOTANICA VAZO;88
8,6E+12;440040 V›CTOR›A BARDAK 6'LI;700
8,69336E+12;440040 V›CTOR›A BARDAK 6'LI;700
8,69336E+12;440113 DIAMOND KADEH 6LI;702
8,69336E+12;440186 DIAMOND KADEH 6LI;610
8,69336E+12;440221 GALA AYAKLI CAY BARDAGI;332
8,69336E+12;440221 GALA AYAKLI CAY BARDAGI;332
8,69336E+12;440410 DONDURMALIK 2LI;128
8,69336E+12;440469 BARDAK SOPHIA OPTICS 3LU;52
8,69336E+12;440479 BARDAK SOPHIA OPTICS 3L‹;52
8,69336E+12;44134 B›STRO KADEH 6LI;375
8,69336E+12;44411 BISTRO KADEH 6'LI;410
8,69336E+12;44411 BISTRO KADEH 6'LI;410
8,69336E+12;44417 BISTRO BARDAK 6'LI;396
8,69336E+12;44419 BISTRO BARDAK 3'L‹;18
8,69336E+12;44757 BARDAK KADEH MAV› 3'L‹;344
8,69336E+12;44757 BARDAK KADEH YEﬁ›L 3'L‹;344
8,69336E+12;44767 BARDAK KADEH MAV› 3'L‹;398
8,69336E+12;44767 BARDAK KADEH MOR 3'L‹;162
8,69336E+12;44777 DIAMOND 6LI BARDAK;785
8,69336E+12;51418 DONDURMALIK;248
8,69336E+12;51628 ICEVILLE DONDURMALIK 2L›;46
8,69336E+12;51638 WORKSHOP DONDURMALIK 2LI;52
8,69336E+12;51638 WORKSHOP DONDURMALIK 2LI;52
8,69336E+12;52052 PAﬁABAH«E SU BARDA–I ALANYA;158
8,69336E+12;52082 RAYAN BARDAK 6'LI;174
8,69336E+12;52138 ALANYA BARDAK;265
8,68004E+12;52291 KAHVE KEYFI SADE;166
8,68004E+12;52291 KAHVE MOLASI;40
8,69336E+12;52291 KAHVE SU BARDAGI;166
8,69336E+12;52291 KAHVE SU BARDAGI;166
8,69336E+12;52310 BARDAK TURKUAZ 6LI;50
8,69336E+12;52400 D›AMOND BARDAK 6LI;354
8,69336E+12;52400 D›AMOND BARDAK 6LI;354
8,69336E+12;52400 D›AMOND BARDAK 6LI;354
8,69336E+12;52400 D›AMOND BARDAK 6LI;354
8,69336E+12;52500 BARDAK WORK SHOP 6LI;50
8,69336E+12;52500 BARDAK WORK SHOP 6LI;50
8,69336E+12;52500 BARDAK WORK SHOP 6LI;50
8067815391;52703 CASABLANCA BARDAK;0
8,69336E+12;52767 HELEZON 3LU BARDAK 500CC;28
8,69336E+12;52988 D›AMOND BARDAK 6LI;470
6,7E+12;53142 C›TY KASE TEKL›;10
8,69336E+12;53653 KASE;484
8,69336E+12;53682 TOK›O K‹«‹K KASE 6'LI;44
8,69336E+12;53763 KASE VENEZ›A;60
21602538081;53808 QUADRO S‹RAH› 1,3L;30
8,69336E+12;53903 TOSCANA KASE;60
8,69336E+12;54036 B›STRO KULLUK 2'L› SADE;128
8,69336E+12;54036 B›STRO KULLUK 2'L› SADE;128
8,69336E+12;54076 K÷ﬁEM COLORA K‹LL‹K 2'L›;165
8,69336E+12;54076 K÷ﬁEM COLORA K‹LL‹K 2'L›;165
8,69336E+12;54156 KULLUK OVAL 2LI;226
8,69336E+12;54201 CAY TABAK 6'LI;0
8,69336E+12;54251 A›DA «AY TABA–I 6LI;292
8,69336E+12;54251 A›DA «AY TABA–I 6LI;292
8,69336E+12;54261 KARE «AY TABA–I;40
8,69336E+12;54281 CAY TABAGI 6LI;292
8,69336E+12;54321 CAY TABAGI KARE;306
8,69336E+12;54391 HEYBEL› «AY TABA–I 6'LI;342
8,69336E+12;54391 HEYBEL› «AY TABA–I 6'LI;342
8,69336E+12;54411 CAY TABAGI 6LI;174
8,69336E+12;54411 CAY TABA–I 12L›;28
8,69336E+12;55029 KULPLU BARDAK 2LI;20
8,69336E+12;55039 KULPLU BARDK PUB 2'L›;475
8,69336E+12;55062 ÷L«‹ KABI;38
8,69336E+12;55083 DIAMOND BARDAK 2L›;224
8,69336E+12;55102 FEST›VAL KANA;66
8,69336E+12;55172 ÷L«‹ KABI;254
8,69336E+12;55182 VARIO COK AMACLI KASE 4LU;438
8,69336E+12;55192 KULPLU BARDAK;30
8,69336E+12;55233 CHROMA KULPLU BARDAK 2'L›;36
8,69336E+12;55373 DEM KULPLA CAY BARDAGI;518
8,69336E+12;55373 DEM KULPLA CAY BARDAGI;518
8,69336E+12;55383 AYRAN BARDAK 2'L›;264
8,69336E+12;55411 KEYIF KUPLU CAY BARDAGI 6LI;360
8,69336E+12;55671 KULPLU BARDAK TELESKOP›K;492
8,69336E+12;55871 BARDAK KULPLU TELOSKOB›K;492
8,69336E+12;59006 PAﬁABAH«E BORCAM KAPAKLI;434
8,69336E+12;59010 BORCAM KAPAKLI TENCERE 2.8LT;618
8,69336E+12;59034 PAﬁABAH«E BORCAM KAPAKLI;434
8,69336E+12;59044 BORCAM RENKL› TEPS› YUVARLAK;76
8,69336E+12;59044 BORCAM RENKL› TEPS› YUVARLAK;76
8,69336E+12;59044 BORCAM RENKL› TEPS› YUVARLAK;76
8,69336E+12;59044 BORCAM RENKL› TEPS› YUVARLAK;76
8,69336E+12;59044 BORCAM RENKL› TEPS› YUVARLAK;76
8,69336E+12;59044 BORCAM RENKL› TEPS› YUVARLAK;76
8,69336E+12;59062 BORCAM OVAL TENCERE KAPAKLI;236
8,69336E+12;59534 BORCAM YUVARLAK IZGARA TABAN;332
8,69336E+12;59554  BORCAM DIKTORGEN IIZGARA;584
8,69336E+12;59564 LOCK&STORE SAKLAMA KABI;210
8,69336E+12;59564 LOCK&STORE SAKLAMA KABI;210
8,69336E+12;59574 LOCK&STORE SAKLAMA KABI;212
8,69336E+12;59574 LOCK&STORE SAKLAMA KABI;212
8,69336E+12;59584 SAKLAMA KABI D.D÷RTGEN 3350CC;270
8,69336E+12;59584 SAKLAMA KABI D.D÷RTGEN 3350CC;270
8,69336E+12;62511 A›DA «AY BARDAK 6'LI 160CC51/I4OZ;260
8,69336E+12;62708 HOLIDAY 6LI BARDAK;625
8,69336E+12;62708 RAKI BARDA–I;126
8,69336E+12;64031 BEYKOZ «AY BARDA–I;344
8,69336E+12;64041 BEYKOZ «AY BARDA–I 6'LI;50
8,69336E+12;64051 BEYKOZ CAY BARDAGI 6LI;378
8,69336E+12;64071 EM›RGAN BARDAK 6LI;378
6,7E+12;6,7E+12;44
2,9273E+11;6760 BAHARAT TK. 6'LI BEYAZ;176
6,7E+12;6760 BAHARAT TK. 6'LI BEYAZ;176
8,69336E+12;68008 F&D KASE GLAMOUR;94
8,69336E+12;68013 F&D MAJESTY BARDAK 6LI;280
8,69336E+12;68159 F&D GRACE MUMLUK 2L›;60
6,7E+12;68159 F&D GRACE MUMLUK TEK;28
8,69336E+12;68218 F&D CHOCOLATE KASE;60
8,69336E+12;68228 F&D CHOCOLATE KASE;146
8,69336E+12;68238 F&D RATTAN KASE;12
8,69336E+12;68248 F&D RATTAN GONDOL KULPLU;130
8,69336E+12;68308 F&D BUZ KOVASI;76
8,69336E+12;80002 KAVANOZ;160
8,69336E+12;80005 PASABAHCE CAM KAVANOZ 3LT;332
8,69336E+12;80006 PASABAHCE CAM KAVANOZ 4LT;370
8,69336E+12;80007 PASABAHCE CAM KAVANOZ 5LT;408
8,69336E+12;80009 PASABAHCE CAM KAVANOZ 8LT;524
8,69336E+12;80052 FR›GO S‹RAH›;18
8,69336E+12;80117 KAPAKLI S‹RAH›;0
8,68004E+12;80218 KULPLU KAVONOZ BARDAK;30
8,68004E+12;80218 KULPLU KAVONOZ BARDAK;30
8,69336E+12;80229 YA–LIK-S›RKEL›K;442
8,69336E+12;80229 YA–LIK-S›RKEL›K;442
8,69336E+12;80230 HOMEMADE YA–LIK-S›RKEL›K;250
8,69336E+12;80326 ﬁ›ﬁE;36
8,69336E+12;80339 ﬁ›ﬁE AKR›L›K TURKUAZ;12
8,69336E+12;80342 SISE VIDALI KAPAK;194
8,69336E+12;80342 V›DALI ﬁ›ﬁE PEMBE;94
8,69336E+12;80386 BAHARATLIK KAPAKLI KAV. 3'L‹;140
8,69336E+12;80388 P›PETL› BARDAK;116
8,69336E+12;80388 P›PETL› BARDAK;116
8,69319E+12;820160-SFO KARAF A–ZI V›DALI;118
8,69336E+12;820160-SFO KARAF A–ZI V›DALI;118
8,69336E+12;95040 AQUA F›NCAN TK.6LI;776
8,69336E+12;95040 F›NCAN TAKIMI 2LI;46
8,69336E+12;95198 COUNTRY SERV›S TABAK VE KAPAK;300
8,69336E+12;95198 PAT›SSER›E SERV›S TABAK VE KAPAK;670
8,69336E+12;95198 ROSES SERV›S TABAK VE KAPAK;300
8,69336E+12;95200 COUNTRY AYAKLI SERV›S TABAK VE KAP;502
8,69336E+12;95200 PAT›SSER›E AYAKLI SERV›S TABAK VE;1096
8,69336E+12;PASABAHCE 95200 ROSES AYAKLI FANUS;1096
8,69336E+12;95283 BASIC TENCR.KAPAKLI 2L›;172
8,69336E+12;95290 HANEDAN «AY SET› 4PR«.;76
8,69336E+12;95307 F›NCAN TAKIMI;906
8,69336E+12;95467 AYAKLI ﬁEKERL›K ;334
8,69336E+12;95467 AYAKLI ﬁEKERL›K ;334
8,69336E+12;95483 HEYBELI CAY TAKIIMI;126
8,69336E+12;95485 BEYKOZ ZEMZEM TK. 7 PAR«A;76
8,69336E+12;95561 KAHVALTILIK TK.;30
8,69336E+12;95741 KAHVALTI «AY BARDA–I;126
8,69336E+12;95833 AURORA AYAKLI ﬁEKERL›K;480
8,69336E+12;95889 TOK›O KASE;74
8,69336E+12;95890 TOK›O KASE;94
8,69336E+12;95929 AURORA KASE TAKIMI1+6;126
8,69336E+12;95960 AQUA F›NCAN 2L›;72
8,69336E+12;95961 AURORA «AY BARDAK 6LI;710
8,69336E+12;95961 AURORA «AY BARDAK 6LI;710
8,69336E+12;96165 WHORKSHOP KULPLU BARDAK 2L›;54
8,69336E+12;96228 «AY BARDA–I 6'LI;568
8,69336E+12;96262 DAMLA TANGO RAKI BARDA–I;334
8,69336E+12;96266 SOSLUK;92
8,69336E+12;96273 L›MON SIKACA–I;78
8,69336E+12;96293 «AY BARDA–I SET 6'LI;126
8,69336E+12;96299 KOZAN «AY BARDA–I TK.;118
8,69336E+12;96300 KOZAN «AY BARDA–I 12PR«;664
8,69336E+12;96320 NATURAL 6'LI «AY BARDA–I;74
8,69336E+12;96457 AYAKLI SERV›S M›N› PATT›SER›E;328
8,69336E+12;97242 ﬁEKERL›K D›AMOND KAPAKLI;562
8,69336E+12;97343 KAPAKLI TENCERE;138
8,69336E+12;97628 METAL TELL› KAV.B‹Y‹K;44
8,69336E+12;97872 KANDILLI 6+1 SET;240
8,69336E+12;97872 TARABYA 6+1 SET;240
8,69336E+12;98328 KOM›D›N S‹RAH›S›;256
8,69336E+12;98328 KOM›D›N S‹RAH›S›;256
8,69336E+12;98328 KOM›D›N S‹RAH›S›;256
8,69336E+12;98328 KOM›D›N S‹RAH›S› DESENL›;48
8,69336E+12;98348 ﬁEKERL›K DAPHNE;26
8,69336E+12;98537 BARREL BARDAK 12'L› COLOR;46
8,69336E+12;98555 F&D GLAMOUR ﬁEKERL›K;94
8,69336E+12;98665 KAVANOZ DESENL›;46
8,69336E+12;98666 KAVANOZ DESENL›;72
8,69336E+12;98775 ﬁEKERL›K;242
8,69336E+12;98872 KASE AYAKLI;184
8,69336E+12;98872 KASE AYAKLI;184
8,69336E+12;98929 F&D RATTAN AYAKLI KASE;128
8,69336E+12;98931 F&D CHOCOLATE KASE AYAKLI;146
8,68086E+12;A.ARSLAN 1. CAY KASIGI 6LI;115
8,68086E+12;A.ARSLAN 1. CAY KASIGI 6LI;115
8,68086E+12;A.ARSLAN 1. PASTA BICAGI 2LI;130
8,68086E+12;A.ARSLAN 1. PASTA BICAGI 2LI;130
8,68086E+12;A.ARSLAN 1. PASTA BICAGI 2LI;130
8,68086E+12;A.ARSLAN 1. TATLI CATALI 6LI;130
8,68086E+12;A.ARSLAN 1. TATLI CATALI 6LI;130
8,68086E+12;A.ARSLAN 1. TATLI KASIGI 6LI;130
8,68086E+12;A.ARSLAN 1. TATLI KASIGI 6LI;130
8,68086E+12;A.ARSLAN 1. YEMEK BI«A–I 2L›;130
8,68086E+12;A.ARSLAN 1. YEMEK BI«A–I 2L›;130
8,68086E+12;A.ARSLAN 1. YEMEK CATALI  6LI;130
8,68086E+12;A.ARSLAN 1. YEMEK CATALI  6LI;130
8,68086E+12;A.ARSLAN 1. YEMEK KASIGI 6LI;130
8,68086E+12;A.ARSLAN 1. YEMEK KASIGI 6LI;130
8,68086E+12;A.ARSLAN CAY KASIKI 6LI;115
8,68086E+12;A.ARSLAN TATLI CATALI 6LI;170
8,68086E+12;A.ARSLAN TATLI KASIGI 6LI;170
8,68086E+12;A.ARSLAN YEMEK BICAGI 3LU;130
8,68086E+12;A.ARSLAN YEMEK CATALI 6LI;190
8,68086E+12;A.ARSLAN YEMEK KASIGI 6LI;190
6,7E+12;KORKMAZ A1297 L›NA 26-5,5 TAVA 2,5LT;165
6,7E+12;KORKMAZ A1297 L›NA 26*7,5 305LT BASIK TENCERE;308
6,7E+12;KORKMAZ A1297 L›NA 22*11 DERIN TENCERE BYK 3,8LT;220
6,7E+12;KORKMAZ A2390 36 PARCA CKB SET;506
6,7E+12;ABKA 49 ›SP›R ALTIN 49PAR«A SU TAKIMI;3780
6,7E+12;ABKA 01 TOPRAK KAHVE YANI SU BARDAGI;730
6,7E+12;ABKA 101-204 ZEMZEM TK.HD YILDIZ;646
6,7E+12;ABKA 101-244 ZEMZEM TK.BY MERVE ALTIN;646
6,7E+12;ABKA 101-244 ZEMZEM TK.BY MERVE PLAT›N;646
6,7E+12;ABKA 101-244 ZEMZEM TK.VAV ALTIN;1800
6,7E+12;ABKA 101-244 ZEMZEM TK.VAV PLAT›N;646
6,7E+12;ABKA 1551 BAKARA EZGI SEKERLIK PLATIN;898
6,7E+12;ABKA 1551 BAKARA EZG› ﬁEKERL›K ALTIN;898
6,7E+12;ABKA 1551 BAROK SEKERLIK;730
6,7E+12;ABKA 1551 G‹LRU ﬁEKERL›K ALTIN;842
6,7E+12;ABKA 1551 KARE ﬁEKERL›K;730
6,7E+12;ABKA 1551 KAYA ALTIN ﬁEKERL›K 3MM;842
6,7E+12;ABKA 1551 KAYA PLAT›N ﬁEKERL›K 3MM;842
6,7E+12;ABKA 1551 NERG›S ﬁEKERL›K;730
6,7E+12;ABKA 1551 OTTOMAN ﬁEKERL›K BONCUK-PLATIN;730
6,7E+12;ABKA 1551 RUMEYSA ﬁEKERL›K PLATIN-ALTIN;730
6,7E+12;ABKA 1551 SU DAMLASI SEKERLIK;730
6,7E+12;ABKA 1551 YEB.›R›S ALTIN ﬁEKERL›K;544
6,7E+12;ABKA 20881 NERG›S ﬁ›ﬁE;972
6,7E+12;ABKA 20881 OTTOMAN ﬁ›ﬁE BONCUK ALTIN&PLAT›N;1644
6,7E+12;ABKA 20888 KARE ﬁ›ﬁE YATIK;1858
6,7E+12;ABKA 361-391 BAROK «AY TAKIMI RENKL›;1778
6,7E+12;ABKA 361-391 BAROK RENKLI CAY BARDAGI;1120
6,7E+12;ABKA 361-391 ›R›S «AY TK.TURKZ.ALTIN;1120
6,7E+12;ABKA 361-391 SU DAMLASI CAY TAKIMI;1778
6,7E+12;ABKA 361-391 TRN.DANTEL ALTIN 3MM «AY TK;860
6,7E+12;ABKA 361-391 BAROK SADE CAY BARDAGI TKM;1244
6,7E+12;ABKA 361*391 PREST›J «AY TAKIMI;814
6,7E+12;ABKA 381-251 BAKARA EZG› «AY TK.6LI;2434
6,7E+12;ABKA 381-251 KARE ›NCE BELL› «AY TK.;1120
6,7E+12;ABKA 381-251 KAYA ALTIN «AY TK.6LI;1372
6,7E+12;ABKA 381-251 KAYA PLAT›N «AY TK.6LI;1372
6,7E+12;ABKA 381-251 L‹S.G‹LRU ALTIN «AY TK.6LI;1372
6,7E+12;ABKA 381-251 NERG›S ›NCE BELL› «AY TK.;1120
6,7E+12;ABKA 381-251 OTTOMAN ›NCE BEL.«AY TK.;1778
6,7E+12;ABKA 381-251 RUMEYSA ›NCE BELL.«AY TK.;1120
6,7E+12;ABKA 41013 KAR TANESI KAHVE SU BARD.6LI;784
6,7E+12;ABKA 41013 KARE KAHVE SU BARDA–I 6LI;1124
6,7E+12;ABKA 41013 NERG›S KAHVE SU BARDA–I 6LI;646
6,7E+12;ABKA 41013 OTTOMAN KAHVE SU BARDA–I 6LI;1124
6,7E+12;ABKA 41013 RUMEYSA KAHVE SU BARD.PLT.6L;432
6,7E+12;ABKA 41013 RUMEYSA KAHVE SU BARDA–I 6LI;432
6,7E+12;ABKA 420013 ›R›S ALTIN ORTA BARDAK;1498
6,7E+12;ABKA 420013 KARE ORTA BARDA–I 6LI;1498
6,7E+12;ABKA 420014 BAKARA EZGI TEK BARDAK KISA;228
6,7E+12;ABKA 420014 BAKARA EZG› KISA BARDAK ALTI;2360
6,7E+12;ABKA 420014 KARE KISA BARDAK;1404
6,7E+12;ABKA 420014 KARE KISA BARDAK 6LI;1028
6,7E+12;ABKA 420014 KAYA ALTIN KISA BARDAK 3MM;2360
6,7E+12;ABKA 420014 KAYA PLAT›N KISA BARDAK 3MM;1288
6,7E+12;ABKA 420014 LUST.GULRU KISA BARDK.ALTI;1404
6,7E+12;ABKA 420014 NERG›S KISA BARDAK 6LI;1404
6,7E+12;ABKA 420014 OTTOMAN KISA BARDAK 6LI;1404
6,7E+12;ABKA 420014 PREST›J BARDAK;600
6,7E+12;ABKA 420014 RUMEYSA KISA BARD.PLT.6LI;1404
6,7E+12;ABKA 420014 RUMEYSA KISA BARDAK ALTIN;946
6,7E+12;ABKA 420055 BAKARA EZG› UZUN BARDAK 6LI;2426
6,7E+12;ABKA 420055 ›R›S UZUN BARDAK TURKUAZ ALTI;1592
6,7E+12;ABKA 420055 KARE UZUN BARDA–I 6LI;1028
6,7E+12;ABKA 420055 KAYA ALTIN UZUN BARDAK 3MM;2426
6,7E+12;ABKA 420055 KAYA PLAT›N UZUN BARDAK 3MM;2426
6,7E+12;ABKA 420055 LUST.G‹LRU ALTIN UZUN BARDA;1592
6,7E+12;ABKA 420055 NERG›S UZUN BARDAK 6LI;1592
6,7E+12;ABKA 420055 OTTOMAN UZUN BARDAK ALTIN&PLAT›N;2426
6,7E+12;ABKA 420055 PREST›J BARDAK;600
6,7E+12;ABKA 420055 RUMEYSA UZUN BARDAK PLT.6LI;1028
6,7E+12;ABKA 420055 RUMEYSA ALTIN UZUN BARDA;1028
6,7E+12;ABKA 420055 SU DAMLASI  UZUN BARDAK;1592
6,7E+12;ABKA 420055 UZUN BARDAK RENKLI;1498
6,7E+12;ABKA 420055 BAROK UZUN BARDAK SADE;694
6,7E+12;ABKA 42381 «AY BARDA–I H‹MA SET 12PR«;1120
6,7E+12;ABKA 440141 AYAKLI BRD.BAKARA 6LI DKR.EZ;2620
6,7E+12;ABKA 440141 AYAKLI BRD.BAKARA 6LI EBY EZ;2620
6,7E+12;ABKA 440141 AYAKLI BRD.KARE 6LI;2352
6,7E+12;ABKA 440141 AYAKLI BRD.KAYA ALTIN 3MM;2620
6,7E+12;ABKA 440141 AYAKLI BRD.KAYA PLAT›N 3MM;2620
6,7E+12;ABKA 440141 AYAKLI BRD.LUSTERL› GULRU 6;1186
6,7E+12;ABKA 440141 AYAKLI BRD.LUSTERL› GULRU 6L;1186
6,7E+12;ABKA 440141 AYAKLI BRD.NERG›S 6LI;1584
6,7E+12;ABKA 440141 AYAKLI BRD.OTTOMAN ALTIN 6LI;2426
6,7E+12;ABKA 440141 AYAKLI BRD.OTTOMAN PLAT›N 6L;2352
6,7E+12;ABKA 440141 AYAKLI BRD.R‹MEYSA ALTIN 6LI;2352
6,7E+12;ABKA 440141 AYAKLI BRD.R‹MEYSA PLT.6LI;1584
6,7E+12;ABKA 440141 AYAKLI BRD.YEB.›R›S TURKZ.AL;2352
6,7E+12;ABKA 440141 AYAKLI SU DAMLASI BARDAK;2352
6,7E+12;ABKA 440141 BAROK AYAKLI RENKLI BARDAK;2352
6,7E+12;ABKA 440141 BAROK AYAKLI SADE BARDAK;860
6,7E+12;ABKA 440141 PREST›J BARDAK;1028
6,7E+12;ABKA 444011 BROﬁLU ﬁEKERL›K G‹M‹ﬁ;180
